key,year,package,id,title,category,primary,relations,evidence_state,plan_discrepancy_mechanism,broad_plan_involved,submission_involved,current_report_cross_document,additional_sensitivity_exclude,rationale,ambiguity,duplicate_of,reportPath,line,evidence_paths
2018::jama.2018.6496::C004,2018,jama.2018.6496,C004,Protocol and published first-attempt-duration measures use different endpoint events,"Measure, label, or scale inconsistency",P_R,"[""P_R""]",recorded_candidate,endpoint_definition_window_hierarchy,True,False,True,False,"The protocol defines first-attempt time to intubation through ETT-cuff inflation, whereas the published analyses use blade removal; the supplied package does not document how or why the measurement endpoint changed. The reported article/results definition is compared substantively with the supplied protocol or SAP.","The planned cuff-inflation and reported blade-removal events may have been harmonized or intentionally changed, but no amendment/equivalence rule is supplied. The data form corroborates the reported operational event; it is not a separately counted protocol-versus-manual discrepancy.",,2018/jama.2018.6496/.ai_paper_validation/final_report_1_5_2.md,153,"[""2018/jama.2018.6496/.ai_paper_validation/review_1_5_2/source_inventory.md"", ""2018/jama.2018.6496/.ai_paper_validation/review_1_5_2/verification/evidence_recheck.md""]"
2018::jama.2018.8802::C001,2018,jama.2018.8802,C001,Table 1 CAD/previous-myocardial-infarction percentage does not reproduce,Numeric or arithmetic inconsistency,S_W,"[""S_W""]",recorded_candidate,,False,True,False,False,"The intervention cell prints 311 (13.05) under a 2,400-patient column, but the displayed fraction does not yield 13.05%. The focal mismatch is within the main article.",,,2018/jama.2018.8802/.ai_paper_validation/final_report_1_5_2.md,47,"[""2018/jama.2018.8802/.ai_paper_validation/review_1_5_2/source_inventory.md""]"
2018::jama.2018.8802::C002,2018,jama.2018.8802,C002,LDL eligibility boundary differs between result labels and supplied measure definition,"Measure, label, or scale inconsistency",P_R,"[""P_R"", ""S_C"", ""S_W""]",recorded_candidate,population_recruitment_sites,True,True,True,False,"Main Table 2 and the sensitivity-results eTable use LDL >100; the protocol formal definition and results-supplement eTable 1 use >=100. The target is eligibility as formally defined versus attached to reported results, giving P_R; the main-versus-results-definition and within-supplement definition/label differences also substantively occur.",Mixed planned/reported and submission-internal definition relationships. Labels may be abbreviations while the inclusive definition governed the denominators; participant-level LDL-at-100 data are absent.,,2018/jama.2018.8802/.ai_paper_validation/final_report_1_5_2.md,80,"[""2018/jama.2018.8802/.ai_paper_validation/review_1_5_2/source_inventory.md"", ""2018/jama.2018.8802/.ai_paper_validation/review_1_5_2/verification/evidence_recheck.md""]"
2018::jama.2018.8802::C003,2018,jama.2018.8802,C003,eTable 4 discharge-antithrombotics control percentage does not reproduce,"Denominator, proportion, or total inconsistency",S_W,"[""S_W""]",recorded_candidate,,False,True,False,False,"The control cell prints 2141/2400 (89.3), but the fraction rounds to 89.2% at one decimal. The focal mismatch is within one non-plan results supplement.",,,2018/jama.2018.8802/.ai_paper_validation/final_report_1_5_2.md,113,"[""2018/jama.2018.8802/.ai_paper_validation/review_1_5_2/source_inventory.md""]"
2018::jama.2018.8802::C004,2018,jama.2018.8802,C004,eTable 4 AF-anticoagulation control percentage does not reproduce,"Denominator, proportion, or total inconsistency",S_W,"[""S_W""]",recorded_candidate,,False,True,False,False,"The control cell prints 39/174 (22.5), but the fraction rounds to 22.4% at one decimal. The focal mismatch is within one non-plan results supplement.",,,2018/jama.2018.8802/.ai_paper_validation/final_report_1_5_2.md,146,"[""2018/jama.2018.8802/.ai_paper_validation/review_1_5_2/source_inventory.md""]"
2018::jama.2018.8802::C005,2018,jama.2018.8802,C005,eTable 4 lipid-lowering control percentage does not reproduce,"Denominator, proportion, or total inconsistency",S_W,"[""S_W""]",recorded_candidate,,False,True,False,False,"The control cell prints 1439/1586 (90.8), but the fraction rounds to 90.7% at one decimal. The focal mismatch is within one non-plan results supplement.",,,2018/jama.2018.8802/.ai_paper_validation/final_report_1_5_2.md,179,"[""2018/jama.2018.8802/.ai_paper_validation/review_1_5_2/source_inventory.md""]"
2018::jama.2018.8802::C006,2018,jama.2018.8802,C006,eTable 4 antidiabetic-medication control percentage does not reproduce,"Denominator, proportion, or total inconsistency",S_W,"[""S_W""]",recorded_candidate,,False,True,False,False,"The control cell prints 557/688 (81.1), but the fraction rounds to 81.0% at one decimal. The focal mismatch is within one non-plan results supplement.",,,2018/jama.2018.8802/.ai_paper_validation/final_report_1_5_2.md,212,"[""2018/jama.2018.8802/.ai_paper_validation/review_1_5_2/source_inventory.md""]"
2018::jama.2018.8802::C007,2018,jama.2018.8802,C007,baseline-survey patient total does not reconcile with stated per-cluster inclusion,Cross-document numeric inconsistency,S_C,"[""S_C""]",recorded_candidate,,False,True,True,False,"Main Table 1 reports 801 baseline-survey patients in 40 hospitals, while the ordinary results-supplement eAppendix says 20 patients per cluster were included, implying 800. Protocol 40-cluster statements corroborate the cluster count; the discrepant total versus per-cluster inclusion claim is main versus non-plan supplement.","Twenty may be a target, with one cluster enrolling 21; the printed retrospective inclusion claim lacks that qualification. No additional plan discrepancy is counted.",,2018/jama.2018.8802/.ai_paper_validation/final_report_1_5_2.md,245,"[""2018/jama.2018.8802/.ai_paper_validation/review_1_5_2/source_inventory.md"", ""2018/jama.2018.8802/.ai_paper_validation/review_1_5_2/verification/evidence_recheck.md""]"
2018::jama.2018.8802::C008,2018,jama.2018.8802,C008,in-hospital death absolute-difference CI and P value do not reconcile,Statistical reporting inconsistency,S_W,"[""S_W""]",recorded_candidate,,False,True,False,False,"The in-hospital-death adjusted absolute-difference 95% CI contains zero, while the adjacent absolute-difference P-value cell is .009 under the article's two-sided testing statement. The focal mismatch is within the main article.",,,2018/jama.2018.8802/.ai_paper_validation/final_report_1_5_2.md,278,"[""2018/jama.2018.8802/.ai_paper_validation/review_1_5_2/source_inventory.md""]"
2018::jama.2018.9128::C001,2018,jama.2018.9128,C001,Intervention 3-month BMI-observation count differs across result displays,Cross-document numeric inconsistency,S_C,"[""S_C"", ""S_W""]",recorded_candidate,,False,True,True,False,The intervention 3-month BMI count is 288 in the flow diagram and 279 in both the observed-BMI figure and eTable. The focal comparison is the main article versus a non-plan results supplement.,"Mixed main-flow versus main-graph and main-flow versus results-eTable comparison; graph/eTable agree. A cleaned descriptive subset could explain the counts, but its inclusion rule is absent. Each arm/visit is a distinct repeated-result record, not an identical duplicate.",,2018/jama.2018.9128/.ai_paper_validation/final_report_1_5_2.md,64,"[""2018/jama.2018.9128/.ai_paper_validation/review_1_5_2/source_inventory.md""]"
2018::jama.2018.9128::C002,2018,jama.2018.9128,C002,Control 3-month BMI-observation count differs across result displays,Cross-document numeric inconsistency,S_C,"[""S_C"", ""S_W""]",recorded_candidate,,False,True,True,False,The control 3-month BMI count is 277 in the flow diagram and 271 in both the observed-BMI figure and eTable. The focal comparison is the main article versus a non-plan results supplement.,"Mixed main-flow versus main-graph and main-flow versus results-eTable comparison; graph/eTable agree. A cleaned descriptive subset could explain the counts, but its inclusion rule is absent. Each arm/visit is a distinct repeated-result record, not an identical duplicate.",,2018/jama.2018.9128/.ai_paper_validation/final_report_1_5_2.md,99,"[""2018/jama.2018.9128/.ai_paper_validation/review_1_5_2/source_inventory.md""]"
2018::jama.2018.9128::C003,2018,jama.2018.9128,C003,Intervention 9-month BMI-observation count differs across result displays,Cross-document numeric inconsistency,S_C,"[""S_C"", ""S_W""]",recorded_candidate,,False,True,True,False,The intervention 9-month BMI count is 282 in the flow diagram and 280 in both the observed-BMI figure and eTable. The focal comparison is the main article versus a non-plan results supplement.,"Mixed main-flow versus main-graph and main-flow versus results-eTable comparison; graph/eTable agree. A cleaned descriptive subset could explain the counts, but its inclusion rule is absent. Each arm/visit is a distinct repeated-result record, not an identical duplicate.",,2018/jama.2018.9128/.ai_paper_validation/final_report_1_5_2.md,134,"[""2018/jama.2018.9128/.ai_paper_validation/review_1_5_2/source_inventory.md""]"
2018::jama.2018.9128::C004,2018,jama.2018.9128,C004,Intervention 12-month BMI-observation count differs across result displays,Cross-document numeric inconsistency,S_C,"[""S_C"", ""S_W""]",recorded_candidate,,False,True,True,False,The intervention 12-month BMI count is 275 in the flow diagram and 274 in both the observed-BMI figure and eTable. The focal comparison is the main article versus a non-plan results supplement.,"Mixed main-flow versus main-graph and main-flow versus results-eTable comparison; graph/eTable agree. A cleaned descriptive subset could explain the counts, but its inclusion rule is absent. Each arm/visit is a distinct repeated-result record, not an identical duplicate.",,2018/jama.2018.9128/.ai_paper_validation/final_report_1_5_2.md,169,"[""2018/jama.2018.9128/.ai_paper_validation/review_1_5_2/source_inventory.md""]"
2018::jama.2018.9128::C005,2018,jama.2018.9128,C005,Control 12-month BMI-observation count differs across result displays,Cross-document numeric inconsistency,S_C,"[""S_C"", ""S_W""]",recorded_candidate,,False,True,True,False,The control 12-month BMI count is 276 in the flow diagram and 275 in both the observed-BMI figure and eTable. The focal comparison is the main article versus a non-plan results supplement.,"Mixed main-flow versus main-graph and main-flow versus results-eTable comparison; graph/eTable agree. A cleaned descriptive subset could explain the counts, but its inclusion rule is absent. Each arm/visit is a distinct repeated-result record, not an identical duplicate.",,2018/jama.2018.9128/.ai_paper_validation/final_report_1_5_2.md,204,"[""2018/jama.2018.9128/.ai_paper_validation/review_1_5_2/source_inventory.md""]"
2018::jama.2018.9128::C006,2018,jama.2018.9128,C006,Intervention 24-month BMI-observation count differs across result displays,Cross-document numeric inconsistency,S_C,"[""S_C"", ""S_W""]",recorded_candidate,,False,True,True,False,The intervention 24-month BMI count is 280 in the flow diagram and 278 in both the observed-BMI figure and eTable. The focal comparison is the main article versus a non-plan results supplement.,"Mixed main-flow versus main-graph and main-flow versus results-eTable comparison; graph/eTable agree. A cleaned descriptive subset could explain the counts, but its inclusion rule is absent. Each arm/visit is a distinct repeated-result record, not an identical duplicate.",,2018/jama.2018.9128/.ai_paper_validation/final_report_1_5_2.md,239,"[""2018/jama.2018.9128/.ai_paper_validation/review_1_5_2/source_inventory.md""]"
2018::jama.2018.9128::C007,2018,jama.2018.9128,C007,Control 24-month BMI-observation count differs across result displays,Cross-document numeric inconsistency,S_C,"[""S_C"", ""S_W""]",recorded_candidate,,False,True,True,False,The control 24-month BMI count is 267 in the flow diagram and 266 in both the observed-BMI figure and eTable. The focal comparison is the main article versus a non-plan results supplement.,"Mixed main-flow versus main-graph and main-flow versus results-eTable comparison; graph/eTable agree. A cleaned descriptive subset could explain the counts, but its inclusion rule is absent. Each arm/visit is a distinct repeated-result record, not an identical duplicate.",,2018/jama.2018.9128/.ai_paper_validation/final_report_1_5_2.md,274,"[""2018/jama.2018.9128/.ai_paper_validation/review_1_5_2/source_inventory.md""]"
2018::jama.2018.9128::C008,2018,jama.2018.9128,C008,Intervention 36-month BMI-observation count differs across result displays,Cross-document numeric inconsistency,S_C,"[""S_C"", ""S_W""]",recorded_candidate,,False,True,True,False,The intervention 36-month count is 278 retained/BMI collected in the flow diagram and 276 in both the observed-BMI figure and eTable. The focal comparison is the main article versus a non-plan results supplement.,"Mixed main-flow versus main-graph and main-flow versus results-eTable comparison; graph/eTable agree. A cleaned descriptive subset could explain the counts, but its inclusion rule is absent. Each arm/visit is a distinct repeated-result record, not an identical duplicate.",,2018/jama.2018.9128/.ai_paper_validation/final_report_1_5_2.md,309,"[""2018/jama.2018.9128/.ai_paper_validation/review_1_5_2/source_inventory.md""]"
2018::jama.2018.9128::C009,2018,jama.2018.9128,C009,Final SAP says six assessment points but enumerates five,Numeric or arithmetic inconsistency,P_P,"[""P_P""]",recorded_candidate,,True,False,False,False,The final SAP says six timepoints but enumerates only five. The protocol schedule and article/eTable corroborate 24 months as the likely missing item; the focal contradiction is the SAP total versus its own list.,P_P only; printed 24-month results do not establish that the primary model used that occasion.,,2018/jama.2018.9128/.ai_paper_validation/final_report_1_5_2.md,344,"[""2018/jama.2018.9128/.ai_paper_validation/review_1_5_2/source_inventory.md"", ""2018/jama.2018.9128/.ai_paper_validation/review_1_5_2/verification/evidence_recheck.md""]"
2018::jama.2018.9128::C010,2018,jama.2018.9128,C010,Revised protocol gives six points but lists seven including 48 months,"Denominator, proportion, or total inconsistency",P_P,"[""P_P""]",recorded_candidate,,True,False,False,False,"The revised protocol says six points/T1-T6 but enumerates seven including 48 months, and elsewhere on the page says seven. The article/eTable 36-month horizon is contextual; no missing published 48-month outcome is counted as a report-versus-plan discrepancy.",A separately approved 48-month extension outside the six core visits could reconcile the wording; amendment chronology is absent.,,2018/jama.2018.9128/.ai_paper_validation/final_report_1_5_2.md,379,"[""2018/jama.2018.9128/.ai_paper_validation/review_1_5_2/source_inventory.md"", ""2018/jama.2018.9128/.ai_paper_validation/review_1_5_2/verification/evidence_recheck.md""]"
2018::jama.2018.9128::C011,2018,jama.2018.9128,C011,Original protocol labels primary outcome as BMI percentile/BMI% while results use BMI kg/m²,"Measure, label, or scale inconsistency",P_R,"[""P_R"", ""P_P""]",recorded_candidate,endpoint_definition_window_hierarchy,True,False,True,False,"Original protocol BMI Percentile/BMI% wording differs from the final SAP and article/results raw BMI kg/m2 measure, and the original protocol itself supplies the raw-BMI formula. This is explicitly a planned-versus-reported outcome-scale comparison plus an internal/across-version plan-label inconsistency.",Mixed plan/report and plan-internal relationships. The original label may have been shorthand/typo or the scale may have changed; the amendment summary mentions model changes but does not explain this label transition.,,2018/jama.2018.9128/.ai_paper_validation/final_report_1_5_2.md,414,"[""2018/jama.2018.9128/.ai_paper_validation/review_1_5_2/source_inventory.md"", ""2018/jama.2018.9128/.ai_paper_validation/review_1_5_2/verification/evidence_recheck.md""]"
2018::jama.2018.9128::C012,2018,jama.2018.9128,C012,Control-condition session count and duration differ across protocol versions and article,Cross-document numeric inconsistency,P_R,"[""P_R"", ""P_P""]",recorded_candidate,intervention_delivery,True,False,True,False,"Control exposure is 12x60 minutes in the original protocol, 7x45 in the revised protocol, and 6x30 in the article. The card expressly compares both plan versions and their relation to the reported intervention, so P_R and P_P apply.","Mixed between-plan-version and report-versus-plan relationships. Successive amendments, ancillary components, baseline/48-month visits, and actual delivery could explain the differences; no mapping or delivery logs are supplied.",,2018/jama.2018.9128/.ai_paper_validation/final_report_1_5_2.md,449,"[""2018/jama.2018.9128/.ai_paper_validation/review_1_5_2/source_inventory.md"", ""2018/jama.2018.9128/.ai_paper_validation/review_1_5_2/verification/evidence_recheck.md""]"
2018::jama.2018.9128::C013,2018,jama.2018.9128,C013,Control 9-month BMI-observation count differs across result displays,Cross-document numeric inconsistency,S_C,"[""S_C"", ""S_W""]",recorded_candidate,,False,True,True,False,The control 9-month BMI count is 282 in the flow diagram and 280 in both the observed-BMI figure and eTable. The focal comparison is the main article versus a non-plan results supplement.,"Mixed main-flow versus main-graph and main-flow versus results-eTable comparison; graph/eTable agree. A cleaned descriptive subset could explain the counts, but its inclusion rule is absent. Each arm/visit is a distinct repeated-result record, not an identical duplicate.",,2018/jama.2018.9128/.ai_paper_validation/final_report_1_5_2.md,484,"[""2018/jama.2018.9128/.ai_paper_validation/review_1_5_2/source_inventory.md""]"
2019::jama.2019.0556::C001,2019,jama.2019.0556,C001,Table 2 footnote duplicates the supplements-without-therapy label,"Measure, label, or scale inconsistency",S_W,"[""S_W""]",recorded_candidate,,False,True,False,False,"Main Table 2 calls both 32/256 and 22/256 supplements without therapy, whereas its other footnote and Results identify 22/256 as supplements with therapy. The conflicting arm labels are within the article.",,,2019/jama.2019.0556/.ai_paper_validation/final_report_1_4_1.md,49,"[""2019/jama.2019.0556/.ai_paper_validation/review_1_4_1/source_inventory.md"", ""2019/jama.2019.0556/.ai_paper_validation/review_1_4_1/verification/evidence_recheck.md""]"
2019::jama.2019.0556::C002,2019,jama.2019.0556,C002,Supplement-adherence cutoff changes from inclusive to strict wording,"Measure, label, or scale inconsistency",S_C,"[""S_C"", ""S_W""]",recorded_candidate,,False,True,True,False,The main Results strict >70% adherence wording conflicts with both main Methods and the results supplement eAppendices 8/12 inclusive >=70% definition. The explicitly matched main/supplement cutoff comparison is substantive; there is also a within-main wording mismatch. The word predefined does not establish a protocol/SAP comparator.,Mixed main-versus-results-supplement and within-main relation. Results may be informal prose and there may be no observations exactly at 70%.,,2019/jama.2019.0556/.ai_paper_validation/final_report_1_4_1.md,83,"[""2019/jama.2019.0556/.ai_paper_validation/review_1_4_1/source_inventory.md"", ""2019/jama.2019.0556/.ai_paper_validation/review_1_4_1/verification/evidence_recheck.md""]"
2019::jama.2019.0556::C003,2019,jama.2019.0556,C003,eAppendix 8 footnote markers point to unrelated adherence rows,"Measure, label, or scale inconsistency",S_W,"[""S_W""]",recorded_candidate,,False,True,False,False,"Results-supplement eAppendix 8 assigns asterisks on adherence rows to a Morisky note and leaves the kappa note without a double-marker target, all on one supplement page.",,,2019/jama.2019.0556/.ai_paper_validation/final_report_1_4_1.md,117,"[""2019/jama.2019.0556/.ai_paper_validation/review_1_4_1/source_inventory.md"", ""2019/jama.2019.0556/.ai_paper_validation/review_1_4_1/verification/evidence_recheck.md""]"
2019::jama.2019.0556::C004,2019,jama.2019.0556,C004,eAppendix 10 prints a literal P value of zero,Statistical reporting inconsistency,S_W,"[""S_W""]",recorded_candidate,,False,True,False,False,"The results supplement displays literal p=0 beside a nonzero coefficient and interval in its own eAppendix 10B. This is an internal statistical-display concern, with no competing protocol statement.",Zero may be fixed-precision rendering of a small positive P value; exact inferential implementation and display convention are absent.,,2019/jama.2019.0556/.ai_paper_validation/final_report_1_4_1.md,151,"[""2019/jama.2019.0556/.ai_paper_validation/review_1_4_1/source_inventory.md"", ""2019/jama.2019.0556/.ai_paper_validation/review_1_4_1/verification/evidence_recheck.md""]"
2019::jama.2019.0556::C005,2019,jama.2019.0556,C005,Main-article sample-size total conflicts with four stated cell counts,Numeric or arithmetic inconsistency,S_W,"[""S_W""]",recorded_candidate,,False,True,False,False,"The article calls 392 the required sample while saying 196 in each of four combinations (784). This is internal sample-size arithmetic, distinct from C007 comparing planning assumptions across documents.","392 could describe a marginal factorial quantity, but the sentence does not specify that unit.",,2019/jama.2019.0556/.ai_paper_validation/final_report_1_4_1.md,185,"[""2019/jama.2019.0556/.ai_paper_validation/review_1_4_1/source_inventory.md"", ""2019/jama.2019.0556/.ai_paper_validation/review_1_4_1/verification/evidence_recheck.md""]"
2019::jama.2019.0556::C006,2019,jama.2019.0556,C006,Protocol calls a 30% versus 15% contrast a 25% difference,Numeric or arithmetic inconsistency,P_P,"[""P_P""]",recorded_candidate,,True,False,False,False,One protocol paragraph calls 30% versus 15% incidence a 25% difference; the usual absolute and relative differences are 15 points and 50%. Both incompatible quantities are inside the protocol.,The intended metric for 25% is not defined; C007 compares different documents and is not an exact duplicate.,,2019/jama.2019.0556/.ai_paper_validation/final_report_1_4_1.md,219,"[""2019/jama.2019.0556/.ai_paper_validation/review_1_4_1/source_inventory.md"", ""2019/jama.2019.0556/.ai_paper_validation/review_1_4_1/verification/evidence_recheck.md""]"
2019::jama.2019.0556::C007,2019,jama.2019.0556,C007,Protocol and publication state different sample-size assumptions,Cross-document numeric inconsistency,P_R,"[""P_R""]",recorded_candidate,analysis_specification,True,False,True,False,"Article planning assumptions (active incidence 20%, 196 per combination, attrition 22%) differ from protocol assumptions (15%, 180 per group, dropout 20%), despite a shared 250-per-arm target. This is a direct report-versus-protocol comparison.","Protocol version 7 is dated July 6, 2017; article refers to design-time assumptions. Different planning stages or an approved amendment remain possible. C005 and C006 are separate internal arithmetic defects.",,2019/jama.2019.0556/.ai_paper_validation/final_report_1_4_1.md,253,"[""2019/jama.2019.0556/.ai_paper_validation/review_1_4_1/source_inventory.md"", ""2019/jama.2019.0556/.ai_paper_validation/review_1_4_1/verification/evidence_recheck.md""]"
2019::jama.2019.0556::C008,2019,jama.2019.0556,C008,Protocol uses incompatible DSM editions for the primary endpoint,"Measure, label, or scale inconsistency",P_P,"[""P_P""]",recorded_candidate,,True,False,False,False,"Protocol p8 specifies DSM-IV and p28 DSM-5 for the same MINI-assessed MDD endpoint and schedule. The article repeats DSM-IV as corroboration of one internal protocol label; the candidate targets the protocol internal inconsistency, not a report-versus-plan deviation.",The edition-label difference may be drafting residue without an operational diagnostic change.,,2019/jama.2019.0556/.ai_paper_validation/final_report_1_4_1.md,287,"[""2019/jama.2019.0556/.ai_paper_validation/review_1_4_1/source_inventory.md"", ""2019/jama.2019.0556/.ai_paper_validation/review_1_4_1/verification/evidence_recheck.md""]"
2019::jama.2019.0556::C009,2019,jama.2019.0556,C009,Analysis-plan significance threshold lacks a comparison operator,Statistical reporting inconsistency,P_P,"[""P_P""]",recorded_candidate,,True,False,False,False,"The SAP global significance sentence prints p 0.05 without an operator, whereas a local rule in the same SAP prints p<0.05. Both sides are plan text.",The local interaction rule does not establish the intended global equality boundary.,,2019/jama.2019.0556/.ai_paper_validation/final_report_1_4_1.md,321,"[""2019/jama.2019.0556/.ai_paper_validation/review_1_4_1/source_inventory.md"", ""2019/jama.2019.0556/.ai_paper_validation/review_1_4_1/verification/evidence_recheck.md""]"
2019::jama.2019.10517::C001,2019,jama.2019.10517,C001,Table 5 absolute difference does not reproduce from the displayed counts,Numeric or arithmetic inconsistency,S_W,"[""S_W""]",recorded_candidate,,False,True,False,False,"Within main Table 5, 9/64 versus 6/62 yields 4.4 percentage points by ordinary one-decimal rounding, while two rows show 4.3. No plan comparator is involved.","Truncation, unprinted denominators, or a distinct estimator could explain the small difference.",,2019/jama.2019.10517/.ai_paper_validation/final_report_1_5_1.md,61,"[""2019/jama.2019.10517/.ai_paper_validation/review_1_5_1/source_inventory.md""]"
2019::jama.2019.10517::C002,2019,jama.2019.10517,C002,HbA1c interaction is labelled with a concentration unit while matched displays use percent,"Measure, label, or scale inconsistency",S_C,"[""S_C"", ""S_W""]",recorded_candidate,,False,True,True,False,"Main abstract/Results label the HbA1c interaction mg/dL while main Table 4 and the matched longitudinal figure in the results supplement label HbA1c percent. The card explicitly compares both report components, with an additional within-main unit mismatch.",Mixed cross-file and within-main unit comparisons; an undefined outcome transformation remains an alternative.,,2019/jama.2019.10517/.ai_paper_validation/final_report_1_5_1.md,94,"[""2019/jama.2019.10517/.ai_paper_validation/review_1_5_1/source_inventory.md"", ""2019/jama.2019.10517/.ai_paper_validation/review_1_5_1/verification/evidence_recheck.md""]"
2019::jama.2019.10517::C003,2019,jama.2019.10517,C003,Protocol recruitment target conflicts between 82 and 98 participants per site,"Denominator, proportion, or total inconsistency",P_P,"[""P_P""]",recorded_candidate,,True,False,False,False,"The same protocol/data-analytic-plan PDF specifies 98 acute recruits per site and 392 overall at four sites, but elsewhere says 82 per site (328). This is entirely inside the plan document.","Earlier target, phase, or human-subjects subset is possible but not labelled in the compared passages.",,2019/jama.2019.10517/.ai_paper_validation/final_report_1_5_1.md,127,"[""2019/jama.2019.10517/.ai_paper_validation/review_1_5_1/source_inventory.md"", ""2019/jama.2019.10517/.ai_paper_validation/review_1_5_1/verification/evidence_recheck.md""]"
2019::jama.2019.12618::C001,2019,jama.2019.12618,C001,protocol timeline end date,Numeric or arithmetic inconsistency,P_P,"[""P_P""]",recorded_candidate,,True,False,False,False,"A protocol timeline prints final enrollment May 2015, six-month follow-up December 2015, and maximum 12-month-plus-window follow-up July 2015. The ordering and implied June 2016 end conflict inside the protocol.","Cohort applicability or an amendment could distinguish the July endpoint. Document role checked: the bundle cover explicitly identifies original protocol, final protocol, and changes; its protocols are written in MOP format and contain full trial design and endpoint definitions.",,2019/jama.2019.12618/.ai_paper_validation/final_report_1_5_1.md,51,"[""2019/jama.2019.12618/.ai_paper_validation/review_1_5_1/source_inventory.md"", ""2019/jama.2019.12618/.ai_paper_validation/review_1_5_1/preprocessing/protocol_pp001_032_layout.txt"", ""2019/jama.2019.12618/.ai_paper_validation/review_1_5_1/parts/support_protocol_pp001_032.md""]"
2019::jama.2019.12618::C002,2019,jama.2019.12618,C002,eligible failure total vs switching denominators,"Denominator, proportion, or total inconsistency",S_W,"[""S_W""]",recorded_candidate,,False,True,False,False,Main Results calls 68 failures eligible while its switching fractions use 32+42=74; numerators sum correctly to 49. Article tables and flow provide the internal comparison.,"68 could be a narrower eligible subset than all 74 failures, without supplied arm-specific exclusions.",,2019/jama.2019.12618/.ai_paper_validation/final_report_1_5_1.md,84,"[""2019/jama.2019.12618/.ai_paper_validation/review_1_5_1/source_inventory.md""]"
2019::jama.2019.12618::C003,2019,jama.2019.12618,C003,allocation block sizes,Cross-document numeric inconsistency,P_R,"[""P_R""]",recorded_candidate,analysis_specification,True,False,True,False,"Article block-size set {4,6} differs from the early protocol {4,6,8}. Later SAP 4/6 definitions support a possible version-specific explanation rather than an additional candidate discrepancy between plans.","The ledger explicitly records later SAP p9 and pp49–50 matching article sizes, with probabilities 2/3 and 1/3. This may be a legitimate supersession; it is not evidence of failed randomization. Document role checked: the bundle cover explicitly identifies original protocol, final protocol, and changes; its protocols are written in MOP format and contain full trial design and endpoint definitions.",,2019/jama.2019.12618/.ai_paper_validation/final_report_1_5_1.md,117,"[""2019/jama.2019.12618/.ai_paper_validation/review_1_5_1/source_inventory.md"", ""2019/jama.2019.12618/.ai_paper_validation/review_1_5_1/verification/evidence_recheck.md"", ""2019/jama.2019.12618/.ai_paper_validation/review_1_5_1/candidate_ledger.md"", ""2019/jama.2019.12618/.ai_paper_validation/review_1_5_1/preprocessing/protocol_pp001_032_layout.txt"", ""2019/jama.2019.12618/.ai_paper_validation/review_1_5_1/parts/support_protocol_pp001_032.md""]"
2019::jama.2019.12618::C004,2019,jama.2019.12618,C004,six-month success injection-after-90-days criterion,Cross-document numeric inconsistency,P_R,"[""P_R""]",recorded_candidate,endpoint_definition_window_hierarchy,True,False,True,False,"The supplied original/final protocol is authored as a Manual of Operations and Procedures. Its final v4.5 primary-endpoint definition requires no corticosteroid injection after day 90, while the article enumerated success definition omits that condition. This is a report-versus-protocol endpoint comparison, not merely a procedures annex assigned a plan role because of its filename.","Manual v4.5 may be abbreviated in the article or amended; eight reported injections cannot be translated into changed success counts. SAP sensitivity text is contextual, not a proven primary-rule discrepancy. Document role checked: the bundle cover explicitly identifies original protocol, final protocol, and changes; its protocols are written in MOP format and contain full trial design and endpoint definitions.",,2019/jama.2019.12618/.ai_paper_validation/final_report_1_5_1.md,150,"[""2019/jama.2019.12618/.ai_paper_validation/review_1_5_1/source_inventory.md"", ""2019/jama.2019.12618/.ai_paper_validation/review_1_5_1/verification/evidence_recheck.md"", ""2019/jama.2019.12618/.ai_paper_validation/review_1_5_1/candidate_ledger.md"", ""2019/jama.2019.12618/.ai_paper_validation/review_1_5_1/preprocessing/protocol_pp001_032_layout.txt"", ""2019/jama.2019.12618/.ai_paper_validation/review_1_5_1/parts/support_protocol_pp001_032.md"", ""2019/jama.2019.12618/.ai_paper_validation/review_1_5_1/preprocessing/protocol_pp065_096_layout.txt"", ""2019/jama.2019.12618/.ai_paper_validation/review_1_5_1/parts/support_protocol_pp065_096.md"", ""2019/jama.2019.12618/.ai_paper_validation/review_1_5_1/preprocessing/evidence_recheck_protocol_p080.png""]"
2019::jama.2019.12618::C005,2019,jama.2019.12618,C005,missed-dose Welch P=.87 compatibility,Statistical reporting inconsistency,S_W,"[""S_W""]",recorded_candidate,,False,True,False,False,"Main Table 2 missed-dose means, SDs and header Ns plus main Welch-test method produce a diagnostic P around .0094, unlike printed .87. All discrepant inputs and claimed method are within the article.","Row-specific N, SD meaning, transformation, or actual test output may differ from the reconstruction.",,2019/jama.2019.12618/.ai_paper_validation/final_report_1_5_1.md,183,"[""2019/jama.2019.12618/.ai_paper_validation/review_1_5_1/source_inventory.md""]"
